Firmware_Version=1.8;Sensor_Type=TYPE_SEABIRD_SBE37;Slot=9;SensorId=2;
DATE;TIME;TEMPERATURE;CONDUCTIVITY;PRESSION;SALINITY;SOUND SPEED;
 ; ;°C;S/m;dbars;PSU;m/sec;
04/10/2017;09:00:00;4.6573;3.38809;1722.826;34.9819;1497.808;
04/10/2017;09:15:00;4.6865;3.39051;1722.904;34.9794;1497.926;
04/10/2017;09:30:00;4.6682;3.38888;1722.953;34.9796;1497.852;
04/10/2017;09:45:00;4.6704;3.38908;1723.037;34.9795;1497.862;
04/10/2017;10:00:00;4.6618;3.38818;1723.095;34.9781;1497.826;
04/10/2017;11:15:00;4.6337;3.38561;1723.392;34.9774;1497.715;
04/10/2017;11:30:00;4.6301;3.38541;1723.385;34.9789;1497.702;
04/10/2017;11:45:00;4.6664;3.38886;1723.455;34.9809;1497.854;
04/10/2017;12:00:00;4.6694;3.38913;1723.503;34.9809;1497.868;
04/10/2017;12:15:00;4.6655;3.38879;1723.455;34.9811;1497.851;
04/10/2017;12:30:00;4.6692;3.38910;1723.540;34.9808;1497.867;
04/10/2017;12:45:00;4.6679;3.38900;1723.519;34.9810;1497.862;
04/10/2017;13:00:00;4.6610;3.38835;1723.540;34.9807;1497.833;
04/10/2017;13:15:00;4.6618;3.38834;1723.497;34.9797;1497.835;
04/10/2017;13:30:00;4.6606;3.38817;1723.482;34.9791;1497.829;
04/10/2017;13:45:00;4.6700;3.38908;1723.476;34.9798;1497.868;
04/10/2017;14:00:00;4.6717;3.38938;1723.419;34.9815;1497.876;
04/10/2017;14:15:00;4.6724;3.38941;1723.398;34.9811;1497.878;
04/10/2017;14:30:00;4.6747;3.38966;1723.328;34.9816;1497.887;
04/10/2017;14:45:00;4.6861;3.39067;1723.243;34.9815;1497.932;
04/10/2017;15:00:00;4.6761;3.38972;1723.207;34.9808;1497.890;
04/10/2017;15:15:00;4.6806;3.39012;1723.180;34.9808;1497.908;
04/10/2017;15:29:59;4.6725;3.38942;1723.101;34.9813;1497.874;
04/10/2017;15:45:00;4.6528;3.38761;1723.053;34.9809;1497.792;
04/10/2017;16:00:00;4.6569;3.38793;1722.989;34.9804;1497.807;
04/10/2017;16:15:00;4.6593;3.38816;1722.883;34.9805;1497.815;
04/10/2017;16:30:00;4.6987;3.39190;1722.826;34.9828;1497.979;
04/10/2017;16:45:00;4.7247;3.39427;1722.762;34.9831;1498.085;
04/10/2017;17:00:00;4.7060;3.39268;1722.762;34.9841;1498.009;
04/10/2017;17:15:00;4.7074;3.39260;1722.699;34.9819;1498.011;
04/10/2017;17:30:00;4.6473;3.38669;1722.672;34.9762;1497.757;
04/10/2017;17:45:00;4.6118;3.38357;1722.623;34.9771;1497.611;
04/10/2017;18:00:00;4.6165;3.38394;1722.581;34.9764;1497.629;
04/10/2017;18:15:00;4.6080;3.38318;1722.553;34.9766;1497.594;
04/10/2017;18:30:00;4.6241;3.38456;1722.538;34.9758;1497.659;
04/10/2017;18:45:00;4.6097;3.38333;1722.517;34.9764;1497.601;
04/10/2017;18:59:59;4.6342;3.38569;1722.538;34.9783;1497.704;
04/10/2017;19:15:00;4.6138;3.38392;1722.551;34.9790;1497.621;
04/10/2017;19:30:00;4.6226;3.38445;1722.517;34.9760;1497.653;
04/10/2017;19:45:00;4.6254;3.38494;1722.581;34.9788;1497.669;
04/10/2017;20:00:00;4.6217;3.38448;1722.559;34.9774;1497.652;
04/10/2017;20:15:00;4.6094;3.38332;1722.602;34.9766;1497.601;
04/10/2017;20:30:00;4.6176;3.38411;1722.665;34.9772;1497.637;
04/10/2017;20:45:00;4.6217;3.38459;1722.686;34.9784;1497.655;
04/10/2017;21:00:00;4.6326;3.38570;1722.729;34.9800;1497.702;
04/10/2017;21:15:00;4.6917;3.39043;1722.820;34.9731;1497.937;
04/10/2017;21:30:00;4.6333;3.38563;1722.856;34.9784;1497.705;
04/10/2017;21:45:00;4.6325;3.38545;1722.926;34.9771;1497.702;
04/10/2017;21:59:59;4.6208;3.38442;1722.989;34.9774;1497.655;
04/10/2017;22:15:00;4.5927;3.38185;1723.053;34.9769;1497.540;
04/10/2017;22:30:00;4.6772;3.38858;1723.068;34.9667;1497.874;
04/10/2017;22:45:00;4.6156;3.38397;1723.131;34.9774;1497.636;
04/10/2017;23:00:00;4.6079;3.38318;1723.237;34.9764;1497.605;
04/10/2017;23:15:00;4.6096;3.38333;1723.273;34.9763;1497.612;
04/10/2017;23:30:00;4.6181;3.38419;1723.358;34.9774;1497.650;
04/10/2017;23:45:00;4.6055;3.38300;1723.385;34.9767;1497.598;
05/10/2017;00:00:00;4.6213;3.38446;1723.400;34.9770;1497.664;
05/10/2017;00:15:00;4.6477;3.38684;1723.434;34.9772;1497.773;
05/10/2017;00:30:00;4.6801;3.38996;1723.455;34.9795;1497.909;
05/10/2017;00:45:00;4.6566;3.38807;1723.455;34.9820;1497.816;
05/10/2017;01:00:00;4.6448;3.38687;1723.519;34.9804;1497.766;
05/10/2017;01:15:00;4.6233;3.38481;1723.519;34.9789;1497.676;
05/10/2017;01:30:00;4.6097;3.38358;1723.470;34.9789;1497.620;
05/10/2017;01:45:00;4.6096;3.38345;1723.470;34.9775;1497.617;
05/10/2017;02:00:00;4.6090;3.38346;1723.470;34.9783;1497.616;
05/10/2017;02:15:00;4.6072;3.38329;1723.421;34.9782;1497.607;
05/10/2017;02:30:00;4.6131;3.38381;1723.364;34.9782;1497.631;
05/10/2017;02:45:00;4.6173;3.38429;1723.322;34.9793;1497.649;
05/10/2017;02:59:59;4.6271;3.38502;1723.301;34.9775;1497.686;
05/10/2017;03:15:00;4.6170;3.38420;1723.237;34.9786;1497.645;
05/10/2017;03:30:00;4.6270;3.38511;1723.152;34.9789;1497.685;
05/10/2017;03:45:00;4.6208;3.38459;1723.110;34.9792;1497.660;
05/10/2017;04:00:00;4.6273;3.38517;1723.004;34.9792;1497.685;
05/10/2017;04:15:00;4.6336;3.38576;1722.983;34.9795;1497.710;
05/10/2017;04:29:59;4.6355;3.38600;1722.898;34.9804;1497.718;
05/10/2017;04:45:00;4.6369;3.38609;1722.841;34.9799;1497.722;
05/10/2017;05:00:00;4.6421;3.38659;1722.750;34.9804;1497.742;
05/10/2017;05:15:00;4.6484;3.38720;1722.714;34.9808;1497.768;
05/10/2017;05:30:00;4.6608;3.38826;1722.656;34.9803;1497.817;
05/10/2017;05:45:00;4.6780;3.39000;1722.587;34.9824;1497.890;
05/10/2017;06:00:00;4.6566;3.38792;1722.587;34.9808;1497.799;
05/10/2017;06:15:00;4.6516;3.38741;1722.587;34.9799;1497.778;
05/10/2017;06:30:00;4.6676;3.38868;1722.481;34.9781;1497.839;
05/10/2017;06:45:00;4.6456;3.38681;1722.502;34.9795;1497.751;
05/10/2017;07:00:00;4.6331;3.38557;1722.496;34.9781;1497.698;
05/10/2017;07:15:00;4.6312;3.38540;1722.475;34.9782;1497.690;
05/10/2017;07:30:00;4.6531;3.38749;1722.502;34.9795;1497.782;
05/10/2017;07:45:00;4.6228;3.38434;1722.544;34.9746;1497.652;
05/10/2017;08:00:00;4.6111;3.38369;1722.517;34.9791;1497.610;
05/10/2017;08:15:00;4.6472;3.38669;1722.544;34.9763;1497.755;
05/10/2017;08:30:00;4.6315;3.38543;1722.608;34.9780;1497.694;
05/10/2017;08:44:59;4.6232;3.38471;1722.672;34.9783;1497.661;
05/10/2017;10:15:00;4.6421;3.38636;1723.010;34.9776;1497.743;
05/10/2017;10:30:00;4.5969;3.38223;1723.095;34.9769;1497.558;
05/10/2017;10:45:00;4.5950;3.38200;1723.173;34.9762;1497.551;
05/10/2017;11:00:00;4.6017;3.38258;1723.231;34.9758;1497.579;
05/10/2017;11:15:00;4.5927;3.38178;1723.301;34.9758;1497.543;
05/10/2017;11:30:00;4.6058;3.38285;1723.343;34.9747;1497.596;
05/10/2017;11:45:00;4.6429;3.38638;1723.385;34.9769;1497.752;
05/10/2017;12:00:00;4.6757;3.38935;1723.449;34.9770;1497.888;
05/10/2017;12:15:00;4.6716;3.38925;1723.476;34.9800;1497.875;
05/10/2017;12:30:00;4.7007;3.39222;1723.482;34.9840;1497.999;
05/10/2017;12:45:00;4.6952;3.39162;1723.503;34.9828;1497.976;
05/10/2017;13:00:00;4.6948;3.39141;1723.546;34.9808;1497.972;
05/10/2017;13:15:00;4.6725;3.38947;1723.588;34.9816;1497.882;
05/10/2017;13:30:00;4.6762;3.38987;1723.561;34.9824;1497.898;
05/10/2017;13:45:00;4.6142;3.38394;1723.561;34.9784;1497.639;
05/10/2017;14:00:00;4.6155;3.38400;1723.548;34.9777;1497.643;
05/10/2017;14:15:00;4.5838;3.38114;1723.534;34.9776;1497.513;
05/10/2017;14:29:59;4.5742;3.38019;1723.464;34.9768;1497.471;
05/10/2017;14:45:00;4.5884;3.38148;1723.443;34.9769;1497.529;
05/10/2017;15:00:00;4.5822;3.38098;1723.379;34.9775;1497.503;
05/10/2017;15:14:59;4.5897;3.38167;1723.343;34.9778;1497.534;
05/10/2017;15:30:00;4.6000;3.38264;1723.279;34.9783;1497.576;
05/10/2017;15:45:00;4.6085;3.38333;1723.195;34.9775;1497.608;
05/10/2017;16:00:00;4.6013;3.38271;1723.152;34.9778;1497.578;
05/10/2017;16:14:59;4.6060;3.38309;1723.068;34.9773;1497.596;
05/10/2017;16:30:00;4.6190;3.38425;1723.025;34.9772;1497.648;
05/10/2017;16:45:00;4.6152;3.38395;1722.962;34.9777;1497.632;
05/10/2017;17:00:00;4.6097;3.38350;1722.856;34.9783;1497.609;
05/10/2017;17:15:00;4.6147;3.38393;1722.792;34.9781;1497.628;
05/10/2017;17:30:00;4.6207;3.38448;1722.729;34.9783;1497.652;
05/10/2017;17:45:00;4.6579;3.38803;1722.665;34.9806;1497.806;
05/10/2017;18:00:00;4.6530;3.38774;1722.587;34.9825;1497.787;
05/10/2017;18:15:00;4.6784;3.38937;1722.572;34.9748;1497.881;
05/10/2017;18:30:00;4.6589;3.38834;1722.502;34.9831;1497.811;
05/10/2017;18:45:00;4.6498;3.38715;1722.502;34.9789;1497.768;
05/10/2017;19:00:00;4.6255;3.38488;1722.496;34.9779;1497.667;
05/10/2017;19:15:00;4.6523;3.38754;1722.502;34.9808;1497.781;
05/10/2017;19:30:00;4.6589;3.38813;1722.481;34.9808;1497.807;
05/10/2017;19:45:00;4.6671;3.38889;1722.460;34.9810;1497.841;
05/10/2017;20:00:00;4.6772;3.38993;1722.466;34.9825;1497.884;
05/10/2017;20:15:00;4.6794;3.39011;1722.481;34.9824;1497.893;
05/10/2017;20:30:00;4.6197;3.38429;1722.523;34.9772;1497.643;
05/10/2017;20:45:00;4.6211;3.38442;1722.565;34.9772;1497.649;
05/10/2017;20:59:59;4.6244;3.38465;1722.602;34.9765;1497.662;
05/10/2017;21:15:00;4.6161;3.38394;1722.602;34.9768;1497.629;
05/10/2017;21:30:00;4.6040;3.38286;1722.708;34.9768;1497.581;
05/10/2017;21:45:00;4.6288;3.38513;1722.723;34.9773;1497.683;
05/10/2017;22:00:00;4.6028;3.38282;1722.792;34.9776;1497.578;
05/10/2017;22:15:00;4.6201;3.38432;1722.835;34.9770;1497.649;
05/10/2017;22:30:00;4.6430;3.38544;1722.968;34.9660;1497.731;
05/10/2017;22:45:00;4.6334;3.38579;1722.989;34.9801;1497.710;
05/10/2017;23:00:00;4.6421;3.38656;1723.053;34.9799;1497.747;
05/10/2017;23:15:00;4.6516;3.38760;1723.144;34.9819;1497.790;
05/10/2017;23:30:00;4.6329;3.38558;1723.195;34.9781;1497.709;
05/10/2017;23:45:00;4.6302;3.38530;1723.237;34.9776;1497.698;
06/10/2017;00:00:00;4.6465;3.38680;1723.301;34.9779;1497.766;
06/10/2017;00:15:00;4.6643;3.38850;1723.307;34.9791;1497.841;
06/10/2017;00:30:00;4.6873;3.39082;1723.370;34.9819;1497.940;
06/10/2017;00:45:00;4.6783;3.39003;1723.455;34.9821;1497.905;
06/10/2017;01:00:00;4.6206;3.38476;1723.476;34.9812;1497.667;
06/10/2017;01:15:00;4.6205;3.38456;1723.534;34.9791;1497.665;
06/10/2017;01:30:00;4.5974;3.38244;1723.534;34.9786;1497.570;
06/10/2017;01:45:00;4.5905;3.38178;1723.534;34.9781;1497.541;
06/10/2017;02:00:00;4.5767;3.38045;1723.548;34.9771;1497.483;
06/10/2017;02:15:00;4.5851;3.38120;1723.506;34.9770;1497.517;
06/10/2017;02:30:00;4.5788;3.38064;1723.485;34.9772;1497.491;
06/10/2017;02:45:00;4.5754;3.38033;1723.470;34.9771;1497.476;
06/10/2017;03:00:00;4.5672;3.37963;1723.421;34.9776;1497.443;
06/10/2017;03:15:00;4.5783;3.38040;1723.358;34.9749;1497.483;
06/10/2017;03:30:00;4.5831;3.38106;1723.301;34.9775;1497.506;
06/10/2017;03:45:00;4.5992;3.38252;1723.294;34.9777;1497.572;
06/10/2017;03:59:59;4.5874;3.38144;1723.195;34.9775;1497.522;
06/10/2017;04:15:00;4.5856;3.38135;1723.125;34.9784;1497.514;
06/10/2017;04:30:00;4.5863;3.38135;1723.040;34.9777;1497.515;
06/10/2017;04:45:00;4.5940;3.38207;1722.983;34.9781;1497.546;
06/10/2017;04:59:59;4.5845;3.38123;1722.913;34.9783;1497.506;
06/10/2017;05:15:00;4.5886;3.38157;1722.877;34.9780;1497.522;
06/10/2017;05:30:00;4.5924;3.38196;1722.765;34.9786;1497.536;
06/10/2017;05:45:00;4.5942;3.38206;1722.708;34.9778;1497.542;
06/10/2017;06:00:00;4.6107;3.38362;1722.665;34.9788;1497.610;
06/10/2017;07:14:58;4.6651;3.38871;1722.481;34.9810;1497.833;
06/10/2017;07:30:00;4.6550;3.38779;1722.460;34.9809;1497.791;
06/10/2017;07:45:00;4.6566;3.38788;1722.460;34.9803;1497.797;
06/10/2017;08:15:00;4.6672;3.38881;1722.460;34.9800;1497.840;
06/10/2017;08:30:00;4.6521;3.38745;1722.502;34.9801;1497.779;
06/10/2017;08:45:00;4.6532;3.38755;1722.529;34.9800;1497.784;
06/10/2017;08:59:59;4.6615;3.38833;1722.523;34.9804;1497.818;
06/10/2017;09:15:00;4.6551;3.38775;1722.587;34.9804;1497.793;
06/10/2017;09:30:00;4.6447;3.38679;1722.650;34.9801;1497.751;
06/10/2017;09:44:59;4.6600;3.38814;1722.714;34.9797;1497.814;
06/10/2017;10:00:00;4.6594;3.38825;1722.777;34.9816;1497.815;
06/10/2017;10:15:00;4.6636;3.38866;1722.820;34.9818;1497.834;
06/10/2017;10:30:00;4.6928;3.39138;1722.926;34.9829;1497.956;
06/10/2017;10:45:00;4.6835;3.39046;1722.974;34.9819;1497.918;
06/10/2017;11:00:00;4.7012;3.39225;1723.059;34.9841;1497.994;
06/10/2017;11:14:59;4.7263;3.39458;1723.080;34.9849;1498.098;
06/10/2017;11:30:00;4.7237;3.39454;1723.165;34.9870;1498.092;
06/10/2017;11:45:00;4.7314;3.39521;1723.256;34.9867;1498.125;
06/10/2017;12:00:00;4.7091;3.39298;1723.292;34.9841;1498.031;
06/10/2017;12:15:00;4.7074;3.39281;1723.376;34.9839;1498.025;
06/10/2017;12:30:00;4.6763;3.38977;1723.455;34.9812;1497.895;
06/10/2017;12:45:00;4.6774;3.39000;1723.455;34.9827;1497.902;
06/10/2017;13:00:00;4.6894;3.39100;1723.519;34.9818;1497.951;
06/10/2017;13:15:00;4.6232;3.38496;1723.561;34.9807;1497.679;
06/10/2017;13:30:00;4.6089;3.38361;1723.603;34.9800;1497.620;
06/10/2017;13:45:00;4.5804;3.38087;1723.618;34.9780;1497.501;
06/10/2017;14:00:00;4.5573;3.37866;1723.633;34.9766;1497.404;
06/10/2017;14:15:00;4.5468;3.37772;1723.627;34.9765;1497.361;
06/10/2017;14:30:00;4.5205;3.37537;1723.627;34.9768;1497.253;
06/10/2017;14:45:00;4.5198;3.37529;1723.606;34.9766;1497.249;
06/10/2017;15:00:00;4.5197;3.37524;1723.606;34.9761;1497.248;
06/10/2017;15:15:00;4.5219;3.37539;1723.521;34.9757;1497.255;
06/10/2017;15:30:00;4.5197;3.37523;1723.472;34.9760;1497.246;
06/10/2017;15:45:00;4.5258;3.37593;1723.415;34.9778;1497.273;
06/10/2017;16:00:00;4.5195;3.37527;1723.367;34.9768;1497.244;
06/10/2017;16:15:00;4.5207;3.37534;1723.309;34.9763;1497.248;
06/10/2017;16:30:00;4.5244;3.37565;1723.225;34.9762;1497.262;
06/10/2017;16:45:00;4.5259;3.37580;1723.140;34.9763;1497.267;
06/10/2017;16:59:59;4.5365;3.37691;1723.125;34.9781;1497.312;
06/10/2017;17:15:00;4.5385;3.37697;1723.013;34.9768;1497.317;
06/10/2017;17:30:00;4.5594;3.37893;1722.907;34.9778;1497.402;
06/10/2017;17:45:00;4.5642;3.37935;1722.877;34.9777;1497.421;
06/10/2017;18:00:00;4.5675;3.37963;1722.786;34.9775;1497.433;
06/10/2017;18:15:00;4.5735;3.38018;1722.680;34.9777;1497.456;
06/10/2017;18:30:00;4.5760;3.38043;1722.659;34.9780;1497.466;
06/10/2017;18:45:00;4.5734;3.38018;1722.623;34.9778;1497.455;
06/10/2017;19:00:00;4.5801;3.38080;1722.553;34.9781;1497.481;
06/10/2017;19:15:00;4.5857;3.38135;1722.517;34.9787;1497.505;
06/10/2017;19:30:00;4.5942;3.38215;1722.511;34.9790;1497.540;
06/10/2017;19:45:00;4.6110;3.38360;1722.490;34.9783;1497.608;
06/10/2017;20:00:00;4.6566;3.38767;1722.432;34.9780;1497.793;
06/10/2017;20:15:00;4.6220;3.38486;1722.453;34.9815;1497.656;
06/10/2017;20:30:00;4.6542;3.38779;1722.466;34.9818;1497.789;
06/10/2017;20:45:00;4.6671;3.38876;1722.502;34.9794;1497.840;
06/10/2017;21:00:00;4.6575;3.38786;1722.523;34.9791;1497.800;
06/10/2017;21:15:00;4.6456;3.38675;1722.523;34.9787;1497.751;
06/10/2017;21:30:00;4.6418;3.38651;1722.565;34.9798;1497.737;
06/10/2017;21:44:59;4.6301;3.38554;1722.602;34.9808;1497.691;
06/10/2017;22:00:00;4.6669;3.38848;1722.650;34.9765;1497.837;
06/10/2017;22:15:00;4.6877;3.39098;1722.699;34.9836;1497.933;
06/10/2017;22:30:00;4.6836;3.39008;1722.762;34.9775;1497.909;
06/10/2017;22:45:00;4.6379;3.38617;1722.883;34.9798;1497.727;
06/10/2017;23:00:00;4.6474;3.38683;1722.904;34.9776;1497.763;
06/10/2017;23:15:00;4.6747;3.38917;1722.989;34.9761;1497.874;
06/10/2017;23:30:00;4.6370;3.38609;1723.074;34.9797;1497.726;
06/10/2017;23:45:00;4.6624;3.38815;1723.095;34.9772;1497.827;
07/10/2017;00:00:00;4.6449;3.38683;1723.195;34.9800;1497.761;
07/10/2017;00:15:00;4.6696;3.38923;1723.243;34.9819;1497.866;
07/10/2017;00:30:00;4.6878;3.39107;1723.313;34.9843;1497.944;
07/10/2017;00:45:00;4.6894;3.39119;1723.349;34.9839;1497.951;
07/10/2017;01:00:00;4.6973;3.39198;1723.413;34.9849;1497.985;
07/10/2017;01:15:00;4.6653;3.38895;1723.503;34.9831;1497.854;
07/10/2017;01:30:00;4.5993;3.38275;1723.512;34.9802;1497.579;
07/10/2017;01:45:00;4.6062;3.38331;1723.555;34.9795;1497.607;
07/10/2017;02:00:00;4.5895;3.38178;1723.576;34.9792;1497.539;
07/10/2017;02:15:00;4.5739;3.38033;1723.570;34.9785;1497.474;
07/10/2017;02:30:00;4.5688;3.37981;1723.606;34.9779;1497.453;
07/10/2017;02:45:00;4.5768;3.38049;1723.597;34.9774;1497.485;
07/10/2017;03:00:00;4.5591;3.37899;1723.570;34.9785;1497.413;
07/10/2017;03:15:00;4.5535;3.37840;1723.548;34.9775;1497.388;
07/10/2017;03:29:59;4.5396;3.37717;1723.479;34.9778;1497.330;
07/10/2017;03:45:00;4.5447;3.37762;1723.464;34.9777;1497.351;
07/10/2017;04:00:00;4.5495;3.37797;1723.394;34.9768;1497.368;
07/10/2017;04:15:00;4.5466;3.37778;1723.330;34.9776;1497.356;
07/10/2017;04:30:00;4.5481;3.37791;1723.273;34.9776;1497.362;
07/10/2017;04:45:00;4.5493;3.37799;1723.231;34.9772;1497.365;
07/10/2017;05:00:00;4.6300;3.38536;1723.146;34.9786;1497.697;
07/10/2017;05:14:59;4.6538;3.38778;1723.031;34.9818;1497.797;
07/10/2017;05:30:00;4.6745;3.38971;1722.947;34.9826;1497.881;
07/10/2017;05:45:00;4.6925;3.39141;1722.862;34.9835;1497.955;
07/10/2017;06:00:00;4.5552;3.37862;1722.898;34.9786;1497.386;
07/10/2017;06:15:00;4.6910;3.39116;1722.750;34.9822;1497.945;
07/10/2017;06:30:00;4.5961;3.38237;1722.723;34.9795;1497.552;
07/10/2017;06:45:00;4.6070;3.38345;1722.623;34.9806;1497.596;
07/10/2017;07:00:00;4.6199;3.38459;1722.623;34.9803;1497.649;
07/10/2017;07:14:59;4.6370;3.38610;1722.559;34.9801;1497.718;
07/10/2017;07:30:00;4.6839;3.39063;1722.502;34.9836;1497.914;
07/10/2017;07:45:00;4.6937;3.39156;1722.481;34.9841;1497.954;
07/10/2017;08:00:00;4.6889;3.39145;1722.439;34.9879;1497.939;
07/10/2017;08:14:59;4.6606;3.38833;1722.487;34.9814;1497.815;
07/10/2017;08:30:00;4.6462;3.38698;1722.460;34.9806;1497.755;
07/10/2017;08:45:00;4.6559;3.38794;1722.460;34.9817;1497.796;
07/10/2017;09:00:00;4.6467;3.38720;1722.453;34.9828;1497.759;
07/10/2017;09:15:00;4.6466;3.38700;1722.502;34.9805;1497.757;
07/10/2017;09:30:00;4.6411;3.38652;1722.544;34.9806;1497.735;
07/10/2017;09:45:00;4.6375;3.38612;1722.602;34.9798;1497.720;
07/10/2017;10:00:00;4.6474;3.38712;1722.650;34.9811;1497.763;
07/10/2017;10:14:59;4.6477;3.38729;1722.650;34.9826;1497.767;
07/10/2017;10:30:00;4.6508;3.38738;1722.750;34.9804;1497.778;
07/10/2017;10:45:00;4.6700;3.38930;1722.798;34.9827;1497.860;
07/10/2017;10:59:59;4.6727;3.38957;1722.868;34.9829;1497.873;
07/10/2017;11:14:59;4.6763;3.38990;1722.932;34.9829;1497.889;
07/10/2017;11:30:00;4.6791;3.39019;1722.974;34.9834;1497.902;
07/10/2017;11:45:00;4.6862;3.39086;1723.080;34.9836;1497.933;
07/10/2017;12:00:00;4.6881;3.39101;1723.165;34.9833;1497.942;
07/10/2017;12:15:00;4.6891;3.39115;1723.228;34.9839;1497.947;
07/10/2017;12:30:00;4.6982;3.39107;1723.313;34.9735;1497.972;
07/10/2017;12:45:00;4.6749;3.38954;1723.334;34.9801;1497.886;
07/10/2017;13:00:00;4.6880;3.39114;1723.398;34.9848;1497.947;
07/10/2017;13:15:00;4.6665;3.38901;1723.476;34.9826;1497.857;
07/10/2017;13:30:00;4.5958;3.38233;1723.534;34.9789;1497.564;
07/10/2017;13:45:00;4.5333;3.37658;1723.591;34.9775;1497.306;
07/10/2017;14:00:00;4.5494;3.37795;1723.563;34.9766;1497.370;
07/10/2017;14:15:00;4.5604;3.37910;1723.591;34.9784;1497.419;
07/10/2017;14:30:00;4.5663;3.37961;1723.612;34.9781;1497.443;
07/10/2017;14:45:00;4.5500;3.37810;1723.606;34.9777;1497.375;
07/10/2017;15:00:00;4.5261;3.37592;1723.563;34.9773;1497.276;
07/10/2017;15:15:00;4.5449;3.37760;1723.563;34.9773;1497.353;
07/10/2017;15:30:00;4.5323;3.37643;1723.542;34.9768;1497.300;
07/10/2017;15:45:00;4.5205;3.37527;1723.542;34.9756;1497.250;
07/10/2017;16:00:00;4.5107;3.37440;1723.500;34.9758;1497.209;
07/10/2017;16:15:00;4.5184;3.37506;1723.457;34.9754;1497.240;
07/10/2017;16:30:00;4.5240;3.37561;1723.394;34.9760;1497.262;
07/10/2017;16:45:00;4.5329;3.37650;1723.309;34.9771;1497.299;
07/10/2017;17:00:00;4.5355;3.37672;1723.225;34.9770;1497.308;
07/10/2017;17:15:00;4.5495;3.37798;1723.188;34.9770;1497.365;
07/10/2017;17:30:00;4.5541;3.37839;1723.140;34.9769;1497.383;
07/10/2017;17:45:00;4.5659;3.37953;1723.040;34.9780;1497.431;
07/10/2017;18:00:00;4.5825;3.38105;1722.977;34.9783;1497.499;
07/10/2017;18:15:00;4.5923;3.38201;1722.871;34.9793;1497.539;
07/10/2017;18:29:59;4.5979;3.38252;1722.792;34.9792;1497.560;
07/10/2017;18:45:00;4.5665;3.37960;1722.765;34.9783;1497.429;
07/10/2017;19:00:00;4.5548;3.37855;1722.680;34.9783;1497.380;
07/10/2017;19:15:00;4.5616;3.37917;1722.617;34.9784;1497.407;
07/10/2017;19:30:00;4.6159;3.38417;1722.602;34.9797;1497.632;
07/10/2017;19:45:00;4.6129;3.38380;1722.538;34.9786;1497.617;
07/10/2017;20:00:00;4.6032;3.38290;1722.511;34.9783;1497.576;
07/10/2017;20:15:00;4.6099;3.38351;1722.475;34.9784;1497.603;
07/10/2017;20:30:00;4.6016;3.38270;1722.538;34.9777;1497.569;
07/10/2017;20:45:00;4.6078;3.38324;1722.490;34.9775;1497.594;
07/10/2017;21:00:00;4.5878;3.38144;1722.453;34.9775;1497.511;
07/10/2017;21:15:00;4.5985;3.38212;1722.432;34.9742;1497.550;
07/10/2017;21:30:00;4.5816;3.38088;1722.532;34.9774;1497.487;
07/10/2017;21:45:00;4.5803;3.38072;1722.538;34.9769;1497.481;
07/10/2017;22:00:00;4.5706;3.37976;1722.553;34.9760;1497.440;
07/10/2017;22:15:00;4.5653;3.37924;1722.617;34.9754;1497.418;
07/10/2017;22:30:00;4.5845;3.38092;1722.638;34.9748;1497.497;
07/10/2017;22:45:00;4.5928;3.38147;1722.701;34.9726;1497.529;
07/10/2017;23:00:00;4.6162;3.38395;1722.729;34.9769;1497.631;
07/10/2017;23:15:00;4.7224;3.39379;1722.756;34.9800;1498.071;
07/10/2017;23:30:00;4.6488;3.38749;1722.862;34.9837;1497.776;
07/10/2017;23:45:00;4.6095;3.38351;1722.941;34.9786;1497.610;
08/10/2017;00:00:00;4.6461;3.38689;1722.989;34.9795;1497.762;
08/10/2017;00:15:00;4.6451;3.38671;1723.053;34.9786;1497.757;
08/10/2017;00:30:00;4.6787;3.39013;1723.116;34.9830;1497.902;
08/10/2017;00:45:00;4.6914;3.39131;1723.186;34.9833;1497.956;
08/10/2017;01:00:00;4.6897;3.39125;1723.228;34.9844;1497.951;
08/10/2017;01:15:00;4.6811;3.39049;1723.313;34.9846;1497.917;
08/10/2017;01:30:00;4.6145;3.38431;1723.370;34.9825;1497.642;
08/10/2017;01:45:00;4.5416;3.37735;1723.464;34.9778;1497.338;
08/10/2017;02:00:00;4.5735;3.38020;1723.485;34.9775;1497.469;
08/10/2017;02:15:00;4.5696;3.37984;1723.527;34.9774;1497.454;
08/10/2017;02:30:00;4.5696;3.37984;1723.570;34.9774;1497.455;
08/10/2017;02:45:00;4.5443;3.37756;1723.591;34.9773;1497.351;
08/10/2017;03:00:00;4.5267;3.37592;1723.563;34.9767;1497.277;
08/10/2017;03:15:00;4.5243;3.37558;1723.557;34.9753;1497.265;
08/10/2017;03:30:00;4.5111;3.37442;1723.578;34.9755;1497.212;
08/10/2017;03:44:59;4.5071;3.37401;1723.542;34.9750;1497.194;
08/10/2017;04:00:00;4.5065;3.37399;1723.521;34.9754;1497.192;
08/10/2017;04:15:00;4.5013;3.37353;1723.451;34.9754;1497.169;
08/10/2017;04:30:00;4.5056;3.37391;1723.436;34.9754;1497.187;
08/10/2017;04:45:00;4.5185;3.37521;1723.373;34.9771;1497.241;
08/10/2017;05:00:00;4.5039;3.37379;1723.309;34.9760;1497.178;
